entity_id,entity_type,entity_name,symbol,exchange,sector,is_active
STK_NYKAA,STOCK,FSN E-Commerce Ventures Ltd.,NYKAA,NSE,,TRUE
STK_FEDERALBNK,STOCK,Federal Bank Ltd.,FEDERALBNK,NSE,,TRUE
STK_FACT,STOCK,Fertilisers and Chemicals Travancore Ltd.,FACT,NSE,,TRUE
STK_FIEMIND,STOCK,Fiem Industries Ltd,FIEMIND,NSE,,TRUE
STK_FINEORG,STOCK,Fine Organic Industries Ltd.,FINEORG,NSE,,TRUE
STK_FINCABLES,STOCK,Finolex Cables Ltd.,FINCABLES,NSE,,TRUE
STK_FINPIPE,STOCK,Finolex Industries Ltd.,FINPIPE,NSE,,TRUE
STK_FSL,STOCK,Firstsource Solutions Ltd.,FSL,NSE,,TRUE
STK_FIVESTAR,STOCK,Five-Star Business Finance Ltd.,FIVESTAR,NSE,,TRUE
STK_FORCEMOT,STOCK,Force Motors Ltd.,FORCEMOT,NSE,,TRUE
STK_FORTIS,STOCK,Fortis Healthcare Ltd.,FORTIS,NSE,,TRUE
STK_GRINFRA,STOCK,G R Infraprojects Ltd.,GRINFRA,NSE,,TRUE
STK_GAIL,STOCK,GAIL (India) Ltd.,GAIL,NSE,,TRUE
STK_GVT&D,STOCK,GE Vernova T&D India Ltd.,GVT&D,NSE,,TRUE
STK_GHCL,STOCK,GHCL Ltd.,GHCL,NSE,,TRUE
STK_GMMPFAUDLR,STOCK,GMM Pfaudler Ltd.,GMMPFAUDLR,NSE,,TRUE
STK_GMRAIRPORT,STOCK,GMR Airports Ltd.,GMRAIRPORT,NSE,,TRUE
STK_GMRP&UI,STOCK,GMR Power and Urban Infra Ltd.,GMRP&UI,NSE,,TRUE
STK_GABRIEL,STOCK,Gabriel India Ltd.,GABRIEL,NSE,,TRUE
STK_GALLANTT,STOCK,Gallantt Ispat Ltd.,GALLANTT,NSE,,TRUE
STK_GANESHHOU,STOCK,Ganesh Housing Ltd.,GANESHHOU,NSE,,TRUE
STK_GANECOS,STOCK,Ganesha Ecosphere Ltd.,GANECOS,NSE,,TRUE
STK_GRSE,STOCK,Garden Reach Shipbuilders & Engineers Ltd.,GRSE,NSE,,TRUE
STK_GRWRHITECH,STOCK,Garware Hi-Tech Films Ltd.,GRWRHITECH,NSE,,TRUE
STK_GARFIBRES,STOCK,Garware Technical Fibres Ltd.,GARFIBRES,NSE,,TRUE
STK_GATEWAY,STOCK,Gateway Distriparks Ltd.,GATEWAY,NSE,,TRUE
STK_GICRE,STOCK,General Insurance Corporation of India,GICRE,NSE,,TRUE
STK_GILLETTE,STOCK,Gillette India Ltd.,GILLETTE,NSE,,TRUE
STK_GLAND,STOCK,Gland Pharma Ltd.,GLAND,NSE,,TRUE
STK_GLAXO,STOCK,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,NSE,,TRUE
STK_GLENMARK,STOCK,Glenmark Pharmaceuticals Ltd.,GLENMARK,NSE,,TRUE
STK_MEDANTA,STOCK,Global Health Ltd.,MEDANTA,NSE,,TRUE
STK_GODIGIT,STOCK,Go Digit General Insurance Ltd.,GODIGIT,NSE,,TRUE
STK_GPIL,STOCK,Godawari Power & Ispat Ltd.,GPIL,NSE,,TRUE
STK_GODFRYPHLP,STOCK,Godfrey Phillips India Ltd.,GODFRYPHLP,NSE,,TRUE
STK_GODREJAGRO,STOCK,Godrej Agrovet Ltd.,GODREJAGRO,NSE,,TRUE
STK_GODREJCP,STOCK,Godrej Consumer Products Ltd.,GODREJCP,NSE,,TRUE
STK_GODREJIND,STOCK,Godrej Industries Ltd.,GODREJIND,NSE,,TRUE
STK_GODREJPROP,STOCK,Godrej Properties Ltd.,GODREJPROP,NSE,,TRUE
STK_GOKEX,STOCK,Gokaldas Exports Ltd.,GOKEX,NSE,,TRUE
STK_GRANULES,STOCK,Granules India Ltd.,GRANULES,NSE,,TRUE
STK_GRAPHITE,STOCK,Graphite India Ltd.,GRAPHITE,NSE,,TRUE
STK_GRASIM,STOCK,Grasim Industries Ltd.,GRASIM,NSE,,TRUE
STK_GRAVITA,STOCK,Gravita India Ltd.,GRAVITA,NSE,,TRUE
STK_GESHIP,STOCK,Great Eastern Shipping Co. Ltd.,GESHIP,NSE,,TRUE
STK_GREAVESCOT,STOCK,Greaves Cotton Ltd.,GREAVESCOT,NSE,,TRUE
STK_GREENPANEL,STOCK,Greenpanel Industries Ltd.,GREENPANEL,NSE,,TRUE
STK_GAEL,STOCK,Gujarat Ambuja Exports Ltd.,GAEL,NSE,,TRUE
STK_FLUOROCHEM,STOCK,Gujarat Fluorochemicals Ltd.,FLUOROCHEM,NSE,,TRUE
STK_GUJGASLTD,STOCK,Gujarat Gas Ltd.,GUJGASLTD,NSE,,TRUE
STK_GMDCLTD,STOCK,Gujarat Mineral Development Corporation Ltd.,GMDCLTD,NSE,,TRUE
STK_GNFC,STOCK,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,GNFC,NSE,,TRUE
STK_GPPL,STOCK,Gujarat Pipavav Port Ltd.,GPPL,NSE,,TRUE
STK_GSFC,STOCK,Gujarat State Fertilizers & Chemicals Ltd.,GSFC,NSE,,TRUE
STK_GSPL,STOCK,Gujarat State Petronet Ltd.,GSPL,NSE,,TRUE
STK_GULFOILLUB,STOCK,Gulf Oil Lubricants India Ltd.,GULFOILLUB,NSE,,TRUE
STK_HEG,STOCK,H.E.G. Ltd.,HEG,NSE,,TRUE
STK_HGINFRA,STOCK,H.G. Infra Engineering Ltd.,HGINFRA,NSE,,TRUE
STK_HBLENGINE,STOCK,HBL Engineering Ltd.,HBLENGINE,NSE,,TRUE
STK_HCLTECH,STOCK,HCL Technologies Ltd.,HCLTECH,NSE,,TRUE
STK_HDFCAMC,STOCK,HDFC Asset Management Company Ltd.,HDFCAMC,NSE,,TRUE
STK_HDFCBANK,STOCK,HDFC Bank Ltd.,HDFCBANK,NSE,,TRUE
STK_HDFCLIFE,STOCK,HDFC Life Insurance Company Ltd.,HDFCLIFE,NSE,,TRUE
STK_HFCL,STOCK,HFCL Ltd.,HFCL,NSE,,TRUE
STK_HAPPSTMNDS,STOCK,Happiest Minds Technologies Ltd.,HAPPSTMNDS,NSE,,TRUE
STK_HAVELLS,STOCK,Havells India Ltd.,HAVELLS,NSE,,TRUE
STK_HCG,STOCK,Healthcare Global Enterprises Ltd.,HCG,NSE,,TRUE
STK_HEMIPROP,STOCK,Hemisphere Properties India Ltd.,HEMIPROP,NSE,,TRUE
STK_HERITGFOOD,STOCK,Heritage Foods Ltd.,HERITGFOOD,NSE,,TRUE
STK_HEROMOTOCO,STOCK,Hero MotoCorp Ltd.,HEROMOTOCO,NSE,,TRUE
STK_HEXT,STOCK,Hexaware Technologies Ltd.,HEXT,NSE,,TRUE
STK_HIKAL,STOCK,Hikal Ltd.,HIKAL,NSE,,TRUE
STK_HSCL,STOCK,Himadri Speciality Chemical Ltd.,HSCL,NSE,,TRUE
STK_HINDALCO,STOCK,Hindalco Industries Ltd.,HINDALCO,NSE,,TRUE
STK_HAL,STOCK,Hindustan Aeronautics Ltd.,HAL,NSE,,TRUE
STK_HCC,STOCK,Hindustan Construction Co. Ltd.,HCC,NSE,,TRUE
STK_HINDCOPPER,STOCK,Hindustan Copper Ltd.,HINDCOPPER,NSE,,TRUE
STK_HINDPETRO,STOCK,Hindustan Petroleum Corporation Ltd.,HINDPETRO,NSE,,TRUE
STK_HINDUNILVR,STOCK,Hindustan Unilever Ltd.,HINDUNILVR,NSE,,TRUE
STK_HINDZINC,STOCK,Hindustan Zinc Ltd.,HINDZINC,NSE,,TRUE
STK_POWERINDIA,STOCK,Hitachi Energy India Ltd.,POWERINDIA,NSE,,TRUE
STK_HOMEFIRST,STOCK,Home First Finance Company India Ltd.,HOMEFIRST,NSE,,TRUE
STK_HONASA,STOCK,Honasa Consumer Ltd.,HONASA,NSE,,TRUE
STK_HONAUT,STOCK,Honeywell Automation India Ltd.,HONAUT,NSE,,TRUE
STK_HUDCO,STOCK,Housing & Urban Development Corporation Ltd.,HUDCO,NSE,,TRUE
STK_HYUNDAI,STOCK,Hyundai Motor India Ltd.,HYUNDAI,NSE,,TRUE
STK_ICICIBANK,STOCK,ICICI Bank Ltd.,ICICIBANK,NSE,,TRUE
STK_ICICIGI,STOCK,ICICI Lombard General Insurance Company Ltd.,ICICIGI,NSE,,TRUE
STK_ICICIPRULI,STOCK,ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI,NSE,,TRUE
STK_IDBI,STOCK,IDBI Bank Ltd.,IDBI,NSE,,TRUE
STK_IDFCFIRSTB,STOCK,IDFC First Bank Ltd.,IDFCFIRSTB,NSE,,TRUE
STK_IFBIND,STOCK,IFB Industries Ltd.,IFBIND,NSE,,TRUE
STK_IFCI,STOCK,IFCI Ltd.,IFCI,NSE,,TRUE
STK_IIFLCAPS,STOCK,IIFL Capital Services Ltd.,IIFLCAPS,NSE,,TRUE
STK_IIFL,STOCK,IIFL Finance Ltd.,IIFL,NSE,,TRUE
STK_INOXINDIA,STOCK,INOX India Ltd.,INOXINDIA,NSE,,TRUE
STK_IRB,STOCK,IRB Infrastructure Developers Ltd.,IRB,NSE,,TRUE
STK_IRCON,STOCK,IRCON International Ltd.,IRCON,NSE,,TRUE
STK_ITCHOTELS,STOCK,ITC Hotels Ltd.,ITCHOTELS,NSE,,TRUE
STK_ITC,STOCK,ITC Ltd.,ITC,NSE,,TRUE
STK_ITI,STOCK,ITI Ltd.,ITI,NSE,,TRUE
STK_IMAGICAA,STOCK,Imagicaaworld Entertainment Ltd.,IMAGICAA,NSE,,TRUE
STK_INDGN,STOCK,Indegene Ltd.,INDGN,NSE,,TRUE
STK_INDIACEM,STOCK,India Cements Ltd.,INDIACEM,NSE,,TRUE
STK_INDIAGLYCO,STOCK,India Glycols Ltd.,INDIAGLYCO,NSE,,TRUE
STK_INDIASHLTR,STOCK,India Shelter Finance Corporation Ltd.,INDIASHLTR,NSE,,TRUE
STK_INDIAMART,STOCK,Indiamart Intermesh Ltd.,INDIAMART,NSE,,TRUE
STK_INDIANB,STOCK,Indian Bank,INDIANB,NSE,,TRUE
STK_IEX,STOCK,Indian Energy Exchange Ltd.,IEX,NSE,,TRUE
STK_INDHOTEL,STOCK,Indian Hotels Co. Ltd.,INDHOTEL,NSE,,TRUE
STK_IMFA,STOCK,Indian Metals & Ferro Alloys Ltd.,IMFA,NSE,,TRUE
STK_IOC,STOCK,Indian Oil Corporation Ltd.,IOC,NSE,,TRUE
STK_IOB,STOCK,Indian Overseas Bank,IOB,NSE,,TRUE
STK_IRCTC,STOCK,Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,NSE,,TRUE
STK_IRFC,STOCK,Indian Railway Finance Corporation Ltd.,IRFC,NSE,,TRUE
STK_IREDA,STOCK,Indian Renewable Energy Development Agency Ltd.,IREDA,NSE,,TRUE
STK_INDIGOPNTS,STOCK,Indigo Paints Ltd.,INDIGOPNTS,NSE,,TRUE
STK_ICIL,STOCK,Indo Count Industries Ltd.,ICIL,NSE,,TRUE
STK_IGL,STOCK,Indraprastha Gas Ltd.,IGL,NSE,,TRUE
STK_INDUSTOWER,STOCK,Indus Towers Ltd.,INDUSTOWER,NSE,,TRUE
STK_INDUSINDBK,STOCK,IndusInd Bank Ltd.,INDUSINDBK,NSE,,TRUE
STK_INFIBEAM,STOCK,Infibeam Avenues Ltd.,INFIBEAM,NSE,,TRUE
STK_NAUKRI,STOCK,Info Edge (India) Ltd.,NAUKRI,NSE,,TRUE
STK_INFY,STOCK,Infosys Ltd.,INFY,NSE,,TRUE
STK_INGERRAND,STOCK,Ingersoll Rand (India) Ltd.,INGERRAND,NSE,,TRUE
STK_INNOVACAP,STOCK,Innova Captab Ltd.,INNOVACAP,NSE,,TRUE
STK_INOXGREEN,STOCK,Inox Green Energy Services Ltd.,INOXGREEN,NSE,,TRUE
STK_INOXWIND,STOCK,Inox Wind Ltd.,INOXWIND,NSE,,TRUE
STK_INTELLECT,STOCK,Intellect Design Arena Ltd.,INTELLECT,NSE,,TRUE
STK_INDIGO,STOCK,InterGlobe Aviation Ltd.,INDIGO,NSE,,TRUE
STK_IGIL,STOCK,International Gemmological Institute (India) Ltd.,IGIL,NSE,,TRUE
STK_IKS,STOCK,Inventurus Knowledge Solutions Ltd.,IKS,NSE,,TRUE
STK_IONEXCHANG,STOCK,Ion Exchange (India) Ltd.,IONEXCHANG,NSE,,TRUE
STK_IPCALAB,STOCK,Ipca Laboratories Ltd.,IPCALAB,NSE,,TRUE
STK_ISGEC,STOCK,Isgec Heavy Engineering Ltd.,ISGEC,NSE,,TRUE
STK_JBCHEPHARM,STOCK,J.B. Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,NSE,,TRUE
STK_JKCEMENT,STOCK,J.K. Cement Ltd.,JKCEMENT,NSE,,TRUE
STK_JKIL,STOCK,J.Kumar Infraprojects Ltd.,JKIL,NSE,,TRUE
STK_JBMA,STOCK,JBM Auto Ltd.,JBMA,NSE,,TRUE
STK_JKLAKSHMI,STOCK,JK Lakshmi Cement Ltd.,JKLAKSHMI,NSE,,TRUE
STK_JKPAPER,STOCK,JK Paper Ltd.,JKPAPER,NSE,,TRUE
STK_JKTYRE,STOCK,JK Tyre & Industries Ltd.,JKTYRE,NSE,,TRUE
STK_JMFINANCIL,STOCK,JM Financial Ltd.,JMFINANCIL,NSE,,TRUE
STK_JSWENERGY,STOCK,JSW Energy Ltd.,JSWENERGY,NSE,,TRUE
STK_JSWINFRA,STOCK,JSW Infrastructure Ltd.,JSWINFRA,NSE,,TRUE
STK_JSWSTEEL,STOCK,JSW Steel Ltd.,JSWSTEEL,NSE,,TRUE
STK_JAIBALAJI,STOCK,Jai Balaji Industries Ltd.,JAIBALAJI,NSE,,TRUE
STK_JISLJALEQS,STOCK,Jain Irrigation Systems Ltd.,JISLJALEQS,NSE,,TRUE
STK_JPPOWER,STOCK,Jaiprakash Power Ventures Ltd.,JPPOWER,NSE,,TRUE
STK_J&KBANK,STOCK,Jammu & Kashmir Bank Ltd.,J&KBANK,NSE,,TRUE
STK_JAMNAAUTO,STOCK,Jamna Auto Industries Ltd.,JAMNAAUTO,NSE,,TRUE
STK_JSFB,STOCK,Jana Small Finance Bank Ltd.,JSFB,NSE,,TRUE
STK_JINDALSAW,STOCK,Jindal Saw Ltd.,JINDALSAW,NSE,,TRUE
STK_JSL,STOCK,Jindal Stainless Ltd.,JSL,NSE,,TRUE
STK_JINDALSTEL,STOCK,Jindal Steel Ltd.,JINDALSTEL,NSE,,TRUE
STK_JINDWORLD,STOCK,Jindal Worldwide Ltd.,JINDWORLD,NSE,,TRUE
STK_JIOFIN,STOCK,Jio Financial Services Ltd.,JIOFIN,NSE,,TRUE
STK_JCHAC,STOCK,Johnson Controls - Hitachi Air Conditioning India Ltd.,JCHAC,NSE,,TRUE
STK_JUBLFOOD,STOCK,Jubilant Foodworks Ltd.,JUBLFOOD,NSE,,TRUE
STK_JUBLINGREA,STOCK,Jubilant Ingrevia Ltd.,JUBLINGREA,NSE,,TRUE
STK_JUBLPHARMA,STOCK,Jubilant Pharmova Ltd.,JUBLPHARMA,NSE,,TRUE
STK_JWL,STOCK,Jupiter Wagons Ltd.,JWL,NSE,,TRUE
STK_JUSTDIAL,STOCK,Justdial Ltd.,JUSTDIAL,NSE,,TRUE
STK_JYOTHYLAB,STOCK,Jyothy Labs Ltd.,JYOTHYLAB,NSE,,TRUE
STK_JYOTICNC,STOCK,Jyoti CNC Automation Ltd.,JYOTICNC,NSE,,TRUE
STK_KPRMILL,STOCK,K.P.R. Mill Ltd.,KPRMILL,NSE,,TRUE
STK_KEI,STOCK,KEI Industries Ltd.,KEI,NSE,,TRUE
STK_KNRCON,STOCK,KNR Constructions Ltd.,KNRCON,NSE,,TRUE
STK_KPIGREEN,STOCK,KPI Green Energy Ltd.,KPIGREEN,NSE,,TRUE
STK_KPITTECH,STOCK,KPIT Technologies Ltd.,KPITTECH,NSE,,TRUE
STK_KRBL,STOCK,KRBL Ltd.,KRBL,NSE,,TRUE
STK_KRN,STOCK,KRN Heat Exchanger and Refrigeration Ltd.,KRN,NSE,,TRUE
STK_KSB,STOCK,KSB Ltd.,KSB,NSE,,TRUE
STK_KAJARIACER,STOCK,Kajaria Ceramics Ltd.,KAJARIACER,NSE,,TRUE
STK_KPIL,STOCK,Kalpataru Projects International Ltd.,KPIL,NSE,,TRUE
STK_KALYANKJIL,STOCK,Kalyan Jewellers India Ltd.,KALYANKJIL,NSE,,TRUE
STK_KSL,STOCK,Kalyani Steels Ltd.,KSL,NSE,,TRUE
STK_KTKBANK,STOCK,Karnataka Bank Ltd.,KTKBANK,NSE,,TRUE
STK_KARURVYSYA,STOCK,Karur Vysya Bank Ltd.,KARURVYSYA,NSE,,TRUE
STK_KSCL,STOCK,Kaveri Seed Company Ltd.,KSCL,NSE,,TRUE
STK_KAYNES,STOCK,Kaynes Technology India Ltd.,KAYNES,NSE,,TRUE
STK_KEC,STOCK,Kec International Ltd.,KEC,NSE,,TRUE
STK_KFINTECH,STOCK,Kfin Technologies Ltd.,KFINTECH,NSE,,TRUE
STK_KIRLOSBROS,STOCK,Kirloskar Brothers Ltd.,KIRLOSBROS,NSE,,TRUE
STK_KIRLOSENG,STOCK,Kirloskar Oil Eng Ltd.,KIRLOSENG,NSE,,TRUE
STK_KIRLPNU,STOCK,Kirloskar Pneumatic Company Ltd.,KIRLPNU,NSE,,TRUE
STK_KITEX,STOCK,Kitex Garments Ltd.,KITEX,NSE,,TRUE
STK_KOTAKBANK,STOCK,Kotak Mahindra Bank Ltd.,KOTAKBANK,NSE,,TRUE
STK_KIMS,STOCK,Krishna Institute of Medical Sciences Ltd.,KIMS,NSE,,TRUE
STK_LTF,STOCK,L&T Finance Ltd.,LTF,NSE,,TRUE
STK_LTTS,STOCK,L&T Technology Services Ltd.,LTTS,NSE,,TRUE
STK_LICHSGFIN,STOCK,LIC Housing Finance Ltd.,LICHSGFIN,NSE,,TRUE
STK_LMW,STOCK,LMW Ltd.,LMW,NSE,,TRUE
STK_LTFOODS,STOCK,LT Foods Ltd.,LTFOODS,NSE,,TRUE
STK_LTIM,STOCK,LTIMindtree Ltd.,LTIM,NSE,,TRUE
STK_LT,STOCK,Larsen & Toubro Ltd.,LT,NSE,,TRUE
STK_LATENTVIEW,STOCK,Latent View Analytics Ltd.,LATENTVIEW,NSE,,TRUE
STK_LAURUSLABS,STOCK,Laurus Labs Ltd.,LAURUSLABS,NSE,,TRUE
STK_LXCHEM,STOCK,Laxmi Organic Industries Ltd.,LXCHEM,NSE,,TRUE
STK_IXIGO,STOCK,Le Travenues Technology Ltd.,IXIGO,NSE,,TRUE
STK_THELEELA,STOCK,Leela Palaces Hotels & Resorts Ltd.,THELEELA,NSE,,TRUE
STK_LEMONTREE,STOCK,Lemon Tree Hotels Ltd.,LEMONTREE,NSE,,TRUE
STK_LICI,STOCK,Life Insurance Corporation of India,LICI,NSE,,TRUE
STK_LINDEINDIA,STOCK,Linde India Ltd.,LINDEINDIA,NSE,,TRUE
STK_LLOYDSENGG,STOCK,Lloyds Engineering Works Ltd.,LLOYDSENGG,NSE,,TRUE
STK_LLOYDSENT,STOCK,Lloyds Enterprises Ltd.,LLOYDSENT,NSE,,TRUE
STK_LLOYDSME,STOCK,Lloyds Metals And Energy Ltd.,LLOYDSME,NSE,,TRUE
STK_LODHA,STOCK,Lodha Developers Ltd.,LODHA,NSE,,TRUE
STK_LUMAXTECH,STOCK,Lumax Auto Technologies Ltd.,LUMAXTECH,NSE,,TRUE
STK_LUPIN,STOCK,Lupin Ltd.,LUPIN,NSE,,TRUE
STK_LUXIND,STOCK,Lux Industries Ltd.,LUXIND,NSE,,TRUE
STK_MMTC,STOCK,MMTC Ltd.,MMTC,NSE,,TRUE
STK_MOIL,STOCK,MOIL Ltd.,MOIL,NSE,,TRUE
STK_MRF,STOCK,MRF Ltd.,MRF,NSE,,TRUE
STK_MSTCLTD,STOCK,MSTC Ltd.,MSTCLTD,NSE,,TRUE
STK_MTARTECH,STOCK,MTAR Technologies Ltd.,MTARTECH,NSE,,TRUE
STK_MGL,STOCK,Mahanagar Gas Ltd.,MGL,NSE,,TRUE
STK_MAHSCOOTER,STOCK,Maharashtra Scooters Ltd.,MAHSCOOTER,NSE,,TRUE
STK_MAHSEAMLES,STOCK,Maharashtra Seamless Ltd.,MAHSEAMLES,NSE,,TRUE
STK_M&MFIN,STOCK,Mahindra & Mahindra Financial Services Ltd.,M&MFIN,NSE,,TRUE
STK_M&M,STOCK,Mahindra & Mahindra Ltd.,M&M,NSE,,TRUE
STK_MAHLIFE,STOCK,Mahindra Lifespace Developers Ltd.,MAHLIFE,NSE,,TRUE
STK_MANINFRA,STOCK,Man Infraconstruction Ltd.,MANINFRA,NSE,,TRUE
STK_MANAPPURAM,STOCK,Manappuram Finance Ltd.,MANAPPURAM,NSE,,TRUE
STK_MRPL,STOCK,Mangalore Refinery & Petrochemicals Ltd.,MRPL,NSE,,TRUE
STK_MANKIND,STOCK,Mankind Pharma Ltd.,MANKIND,NSE,,TRUE
STK_MANORAMA,STOCK,Manorama Industries Ltd.,MANORAMA,NSE,,TRUE
STK_MARICO,STOCK,Marico Ltd.,MARICO,NSE,,TRUE
STK_MARKSANS,STOCK,Marksans Pharma Ltd.,MARKSANS,NSE,,TRUE
STK_MARUTI,STOCK,Maruti Suzuki India Ltd.,MARUTI,NSE,,TRUE
STK_MASTEK,STOCK,Mastek Ltd.,MASTEK,NSE,,TRUE
STK_MAXESTATES,STOCK,Max Estates Ltd.,MAXESTATES,NSE,,TRUE
STK_MFSL,STOCK,Max Financial Services Ltd.,MFSL,NSE,,TRUE
STK_MAXHEALTH,STOCK,Max Healthcare Institute Ltd.,MAXHEALTH,NSE,,TRUE
STK_MAZDOCK,STOCK,Mazagoan Dock Shipbuilders Ltd.,MAZDOCK,NSE,,TRUE
STK_MEDPLUS,STOCK,Medplus Health Services Ltd.,MEDPLUS,NSE,,TRUE
STK_METROPOLIS,STOCK,Metropolis Healthcare Ltd.,METROPOLIS,NSE,,TRUE
STK_MINDACORP,STOCK,Minda Corporation Ltd.,MINDACORP,NSE,,TRUE
STK_MIDHANI,STOCK,Mishra Dhatu Nigam Ltd.,MIDHANI,NSE,,TRUE
STK_MSUMI,STOCK,Motherson Sumi Wiring India Ltd.,MSUMI,NSE,,TRUE
STK_MOTILALOFS,STOCK,Motilal Oswal Financial Services Ltd.,MOTILALOFS,NSE,,TRUE
STK_MPHASIS,STOCK,MphasiS Ltd.,MPHASIS,NSE,,TRUE
STK_BECTORFOOD,STOCK,Mrs. Bectors Food Specialities Ltd.,BECTORFOOD,NSE,,TRUE
STK_MCX,STOCK,Multi Commodity Exchange of India Ltd.,MCX,NSE,,TRUE
STK_MUTHOOTFIN,STOCK,Muthoot Finance Ltd.,MUTHOOTFIN,NSE,,TRUE
STK_NATCOPHARM,STOCK,NATCO Pharma Ltd.,NATCOPHARM,NSE,,TRUE
STK_NBCC,STOCK,NBCC (India) Ltd.,NBCC,NSE,,TRUE
STK_NCC,STOCK,NCC Ltd.,NCC,NSE,,TRUE
STK_NEOGEN,STOCK,NEOGEN CHEMICALS LTD.,NEOGEN,NSE,,TRUE
STK_NESCO,STOCK,NESCO Ltd.,NESCO,NSE,,TRUE
STK_NHPC,STOCK,NHPC Ltd.,NHPC,NSE,,TRUE
STK_NLCINDIA,STOCK,NLC India Ltd.,NLCINDIA,NSE,,TRUE
STK_NMDC,STOCK,NMDC Ltd.,NMDC,NSE,,TRUE
STK_NSLNISP,STOCK,NMDC Steel Ltd.,NSLNISP,NSE,,TRUE
STK_NTPCGREEN,STOCK,NTPC Green Energy Ltd.,NTPCGREEN,NSE,,TRUE
STK_NTPC,STOCK,NTPC Ltd.,NTPC,NSE,,TRUE
STK_NH,STOCK,Narayana Hrudayalaya Ltd.,NH,NSE,,TRUE
STK_NATIONALUM,STOCK,National Aluminium Co. Ltd.,NATIONALUM,NSE,,TRUE
STK_NFL,STOCK,National Fertilizers Ltd.,NFL,NSE,,TRUE
STK_NAVA,STOCK,Nava Ltd.,NAVA,NSE,,TRUE
STK_NAVINFLUOR,STOCK,Navin Fluorine International Ltd.,NAVINFLUOR,NSE,,TRUE
STK_NAZARA,STOCK,Nazara Technologies Ltd.,NAZARA,NSE,,TRUE
STK_NESTLEIND,STOCK,Nestle India Ltd.,NESTLEIND,NSE,,TRUE
